focal_model,focal_elo,focal_short,reference_model,reference_elo,model_order,run_id,alpha,sigma,competition_index,focal_utility,reference_utility,social_welfare,focal_advantage,consensus_reached,final_round
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,weak_first,run_1,0.0,1.0,0.0,27.540000000000003,38.88,66.42,-11.34,1.0,3
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,weak_first,run_1,0.0,1.0,0.0,27.540000000000003,38.88,66.42,-11.34,1.0,3
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,weak_first,run_1,0.5,0.2,0.4,6.3,7.2,13.5,-0.9000000000000004,1.0,2
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,weak_first,run_1,0.5,0.2,0.4,6.3,7.2,13.5,-0.9000000000000004,1.0,2
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,weak_first,run_1,0.5,0.6,0.2,38.0,5.0,43.0,33.0,1.0,1
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,weak_first,run_1,0.5,0.6,0.2,38.0,5.0,43.0,33.0,1.0,1
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,weak_first,run_1,0.5,1.0,0.0,40.5,40.5,81.0,0.0,1.0,3
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,weak_first,run_1,0.5,1.0,0.0,40.5,40.5,81.0,0.0,1.0,3
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,weak_first,run_1,1.0,0.2,0.0,28.0,26.0,54.0,2.0,1.0,1
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,weak_first,run_1,1.0,0.2,0.0,28.0,26.0,54.0,2.0,1.0,1
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,weak_first,run_1,1.0,0.6,0.0,51.0,55.0,106.0,-4.0,1.0,1
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,weak_first,run_1,1.0,0.6,0.0,51.0,55.0,106.0,-4.0,1.0,1
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,weak_first,run_1,1.0,1.0,0.0,60.0,60.0,120.0,0.0,1.0,1
claude-sonnet-4-20250514,0,claude-sonnet-4-20250514,gpt-5-nano,1338,weak_first,run_1,1.0,1.0,0.0,60.0,60.0,120.0,0.0,1.0,1
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,strong_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,strong_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,strong_first,run_1,0.0,0.6,0.4,60.0,28.0,88.0,32.0,1.0,1
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,strong_first,run_1,0.0,0.6,0.4,60.0,28.0,88.0,32.0,1.0,1
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,strong_first,run_1,0.0,1.0,0.0,37.0,55.0,92.0,-18.0,1.0,1
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,strong_first,run_1,0.0,1.0,0.0,37.0,55.0,92.0,-18.0,1.0,1
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,strong_first,run_1,0.5,0.2,0.4,0.0,0.0,0.0,0.0,0.0,10
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,strong_first,run_1,0.5,0.2,0.4,0.0,0.0,0.0,0.0,0.0,10
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,strong_first,run_1,0.5,0.6,0.2,22.0,26.0,48.0,-4.0,1.0,1
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,strong_first,run_1,0.5,0.6,0.2,22.0,26.0,48.0,-4.0,1.0,1
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,strong_first,run_1,0.5,1.0,0.0,17.1,17.1,34.2,0.0,1.0,2
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,strong_first,run_1,0.5,1.0,0.0,17.1,17.1,34.2,0.0,1.0,2
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,strong_first,run_1,1.0,0.2,0.0,8.1,7.2,15.3,0.8999999999999995,1.0,2
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,strong_first,run_1,1.0,0.2,0.0,8.1,7.2,15.3,0.8999999999999995,1.0,2
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,strong_first,run_1,1.0,0.6,0.0,17.7147,18.3708,36.085499999999996,-0.6560999999999986,1.0,5
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,strong_first,run_1,1.0,0.6,0.0,17.7147,18.3708,36.085499999999996,-0.6560999999999986,1.0,5
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,strong_first,run_1,1.0,1.0,0.0,17.1,17.1,34.2,0.0,1.0,2
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,strong_first,run_1,1.0,1.0,0.0,17.1,17.1,34.2,0.0,1.0,2
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,weak_first,run_1,0.0,0.2,0.8,0.0,12.0,12.0,-12.0,1.0,1
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,weak_first,run_1,0.0,0.2,0.8,0.0,12.0,12.0,-12.0,1.0,1
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,weak_first,run_1,0.0,0.6,0.4,0.0,28.343520000000005,28.343520000000005,-28.343520000000005,1.0,6
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,weak_first,run_1,0.0,0.6,0.4,0.0,28.343520000000005,28.343520000000005,-28.343520000000005,1.0,6
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,weak_first,run_1,0.0,1.0,0.0,67.0,70.0,137.0,-3.0,1.0,1
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,weak_first,run_1,0.0,1.0,0.0,67.0,70.0,137.0,-3.0,1.0,1
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,weak_first,run_1,0.5,0.2,0.4,27.753030000000003,0.5904900000000001,28.34352,27.162540000000003,1.0,6
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,weak_first,run_1,0.5,0.2,0.4,27.753030000000003,0.5904900000000001,28.34352,27.162540000000003,1.0,6
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,weak_first,run_1,0.5,0.6,0.2,25.515000000000004,23.328000000000003,48.843,2.187000000000001,1.0,4
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,weak_first,run_1,0.5,0.6,0.2,25.515000000000004,23.328000000000003,48.843,2.187000000000001,1.0,4
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,weak_first,run_1,0.5,1.0,0.0,41.0,27.0,68.0,14.0,1.0,1
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,weak_first,run_1,0.5,1.0,0.0,41.0,27.0,68.0,14.0,1.0,1
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,weak_first,run_1,1.0,0.2,0.0,18.900000000000002,18.900000000000002,37.800000000000004,0.0,1.0,2
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,weak_first,run_1,1.0,0.2,0.0,18.900000000000002,18.900000000000002,37.800000000000004,0.0,1.0,2
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,weak_first,run_1,1.0,0.6,0.0,44.1,34.2,78.30000000000001,9.899999999999999,1.0,2
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,weak_first,run_1,1.0,0.6,0.0,44.1,34.2,78.30000000000001,9.899999999999999,1.0,2
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,weak_first,run_1,1.0,1.0,0.0,21.060000000000002,33.21,54.27,-12.149999999999999,1.0,3
command-r-plus-08-2024,0,command-r-plus-08-2024,gpt-5-nano,1338,weak_first,run_1,1.0,1.0,0.0,21.060000000000002,33.21,54.27,-12.149999999999999,1.0,3
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,strong_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,strong_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,strong_first,run_1,0.0,0.6,0.4,74.7,35.1,109.80000000000001,39.6,1.0,2
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,strong_first,run_1,0.0,0.6,0.4,74.7,35.1,109.80000000000001,39.6,1.0,2
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,strong_first,run_1,0.0,1.0,0.0,47.0,47.0,94.0,0.0,1.0,1
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,strong_first,run_1,0.0,1.0,0.0,47.0,47.0,94.0,0.0,1.0,1
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,strong_first,run_1,0.5,0.2,0.4,5.67,3.24,8.91,2.4299999999999997,1.0,3
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,strong_first,run_1,0.5,0.2,0.4,5.67,3.24,8.91,2.4299999999999997,1.0,3
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,strong_first,run_1,0.5,0.6,0.2,40.5,1.8,42.3,38.7,1.0,2
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,strong_first,run_1,0.5,0.6,0.2,40.5,1.8,42.3,38.7,1.0,2
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,strong_first,run_1,0.5,1.0,0.0,64.0,38.0,102.0,26.0,1.0,1
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,strong_first,run_1,0.5,1.0,0.0,64.0,38.0,102.0,26.0,1.0,1
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,strong_first,run_1,1.0,0.2,0.0,0.4782969000000001,1.4348907000000002,1.9131876000000003,-0.9565938,1.0,8
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,strong_first,run_1,1.0,0.2,0.0,0.4782969000000001,1.4348907000000002,1.9131876000000003,-0.9565938,1.0,8
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,strong_first,run_1,1.0,0.6,0.0,43.2,43.2,86.4,0.0,1.0,2
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,strong_first,run_1,1.0,0.6,0.0,43.2,43.2,86.4,0.0,1.0,2
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,strong_first,run_1,1.0,1.0,0.0,51.5,51.5,103.0,0.0,1.0,1
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,strong_first,run_1,1.0,1.0,0.0,51.5,51.5,103.0,0.0,1.0,1
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,weak_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,weak_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,weak_first,run_1,0.0,0.6,0.4,38.0,10.0,48.0,28.0,1.0,1
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,weak_first,run_1,0.0,0.6,0.4,38.0,10.0,48.0,28.0,1.0,1
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,weak_first,run_1,0.0,1.0,0.0,62.0,47.0,109.0,15.0,1.0,1
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,weak_first,run_1,0.0,1.0,0.0,62.0,47.0,109.0,15.0,1.0,1
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,weak_first,run_1,0.5,0.2,0.4,6.561000000000001,25.515000000000004,32.07600000000001,-18.954000000000004,1.0,4
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,weak_first,run_1,0.5,0.2,0.4,6.561000000000001,25.515000000000004,32.07600000000001,-18.954000000000004,1.0,4
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,weak_first,run_1,0.5,0.6,0.2,50.4,59.4,109.8,-9.0,1.0,2
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,weak_first,run_1,0.5,0.6,0.2,50.4,59.4,109.8,-9.0,1.0,2
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,weak_first,run_1,0.5,1.0,0.0,49.0,49.0,98.0,0.0,1.0,1
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,weak_first,run_1,0.5,1.0,0.0,49.0,49.0,98.0,0.0,1.0,1
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,weak_first,run_1,1.0,0.2,0.0,21.141000000000002,21.141000000000002,42.282000000000004,0.0,1.0,4
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,weak_first,run_1,1.0,0.2,0.0,21.141000000000002,21.141000000000002,42.282000000000004,0.0,1.0,4
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,weak_first,run_1,1.0,0.6,0.0,48.6,34.830000000000005,83.43,13.769999999999996,1.0,3
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,weak_first,run_1,1.0,0.6,0.0,48.6,34.830000000000005,83.43,13.769999999999996,1.0,3
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,weak_first,run_1,1.0,1.0,0.0,48.6,48.6,97.2,0.0,1.0,3
deepseek-r1,1397,DeepSeek-R1,gpt-5-nano,1338,weak_first,run_1,1.0,1.0,0.0,48.6,48.6,97.2,0.0,1.0,3
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,strong_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,strong_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,strong_first,run_1,0.0,0.6,0.4,50.4,18.0,68.4,32.4,1.0,2
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,strong_first,run_1,0.0,0.6,0.4,50.4,18.0,68.4,32.4,1.0,2
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,strong_first,run_1,0.0,1.0,0.0,24.800580000000004,30.705480000000005,55.506060000000005,-5.904900000000001,1.0,6
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,strong_first,run_1,0.0,1.0,0.0,24.800580000000004,30.705480000000005,55.506060000000005,-5.904900000000001,1.0,6
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,strong_first,run_1,0.5,0.2,0.4,13.851000000000003,20.412000000000003,34.263000000000005,-6.561,1.0,4
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,strong_first,run_1,0.5,0.2,0.4,13.851000000000003,20.412000000000003,34.263000000000005,-6.561,1.0,4
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,strong_first,run_1,0.5,0.6,0.2,59.0,43.0,102.0,16.0,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,strong_first,run_1,0.5,0.6,0.2,59.0,43.0,102.0,16.0,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,strong_first,run_1,0.5,1.0,0.0,56.7,37.800000000000004,94.5,18.9,1.0,2
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,strong_first,run_1,0.5,1.0,0.0,56.7,37.800000000000004,94.5,18.9,1.0,2
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,strong_first,run_1,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,strong_first,run_1,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,strong_first,run_1,1.0,0.6,0.0,48.0,48.0,96.0,0.0,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,strong_first,run_1,1.0,0.6,0.0,48.0,48.0,96.0,0.0,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,strong_first,run_1,1.0,1.0,0.0,61.2,16.2,77.4,45.0,1.0,2
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,strong_first,run_1,1.0,1.0,0.0,61.2,16.2,77.4,45.0,1.0,2
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,weak_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,weak_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,weak_first,run_1,0.0,0.6,0.4,55.080000000000005,16.200000000000003,71.28,38.88,1.0,3
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,weak_first,run_1,0.0,0.6,0.4,55.080000000000005,16.200000000000003,71.28,38.88,1.0,3
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,weak_first,run_1,0.0,1.0,0.0,77.0,53.0,130.0,24.0,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,weak_first,run_1,0.0,1.0,0.0,77.0,53.0,130.0,24.0,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,weak_first,run_1,0.5,0.2,0.4,4.3740000000000006,14.580000000000002,18.954,-10.206000000000001,1.0,4
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,weak_first,run_1,0.5,0.2,0.4,4.3740000000000006,14.580000000000002,18.954,-10.206000000000001,1.0,4
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,weak_first,run_1,0.5,0.6,0.2,75.0,13.0,88.0,62.0,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,weak_first,run_1,0.5,0.6,0.2,75.0,13.0,88.0,62.0,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,weak_first,run_1,0.5,1.0,0.0,54.9,43.2,98.1,11.699999999999996,1.0,2
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,weak_first,run_1,0.5,1.0,0.0,54.9,43.2,98.1,11.699999999999996,1.0,2
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,weak_first,run_1,1.0,0.2,0.0,8.1,7.2,15.3,0.8999999999999995,1.0,2
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,weak_first,run_1,1.0,0.2,0.0,8.1,7.2,15.3,0.8999999999999995,1.0,2
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,weak_first,run_1,1.0,0.6,0.0,41.4,36.0,77.4,5.399999999999999,1.0,2
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,weak_first,run_1,1.0,0.6,0.0,41.4,36.0,77.4,5.399999999999999,1.0,2
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,weak_first,run_1,1.0,1.0,0.0,31.5,30.6,62.1,0.8999999999999986,1.0,2
deepseek-r1-0528,0,deepseek-r1-0528,gpt-5-nano,1338,weak_first,run_1,1.0,1.0,0.0,31.5,30.6,62.1,0.8999999999999986,1.0,2
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,strong_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,strong_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,strong_first,run_1,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,10
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,strong_first,run_1,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,10
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,strong_first,run_1,0.0,1.0,0.0,29.7,59.4,89.1,-29.7,1.0,2
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,strong_first,run_1,0.0,1.0,0.0,29.7,59.4,89.1,-29.7,1.0,2
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,strong_first,run_1,0.5,0.2,0.4,10.8,22.5,33.3,-11.7,1.0,2
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,strong_first,run_1,0.5,0.2,0.4,10.8,22.5,33.3,-11.7,1.0,2
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,strong_first,run_1,0.5,0.6,0.2,14.0,34.0,48.0,-20.0,1.0,1
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,strong_first,run_1,0.5,0.6,0.2,14.0,34.0,48.0,-20.0,1.0,1
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,strong_first,run_1,0.5,1.0,0.0,5.0,68.0,73.0,-63.0,1.0,1
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,strong_first,run_1,0.5,1.0,0.0,5.0,68.0,73.0,-63.0,1.0,1
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,strong_first,run_1,1.0,0.2,0.0,22.0,22.0,44.0,0.0,1.0,1
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,strong_first,run_1,1.0,0.2,0.0,22.0,22.0,44.0,0.0,1.0,1
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,strong_first,run_1,1.0,0.6,0.0,66.0,62.0,128.0,4.0,1.0,1
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,strong_first,run_1,1.0,0.6,0.0,66.0,62.0,128.0,4.0,1.0,1
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,strong_first,run_1,1.0,1.0,0.0,41.31,41.31,82.62,0.0,1.0,3
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,strong_first,run_1,1.0,1.0,0.0,41.31,41.31,82.62,0.0,1.0,3
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,weak_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,weak_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,weak_first,run_1,0.0,0.6,0.4,67.0,45.0,112.0,22.0,1.0,1
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,weak_first,run_1,0.0,0.6,0.4,67.0,45.0,112.0,22.0,1.0,1
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,weak_first,run_1,0.0,1.0,0.0,49.0,61.0,110.0,-12.0,1.0,1
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,weak_first,run_1,0.0,1.0,0.0,49.0,61.0,110.0,-12.0,1.0,1
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,weak_first,run_1,0.5,0.2,0.4,34.0,22.0,56.0,12.0,1.0,1
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,weak_first,run_1,0.5,0.2,0.4,34.0,22.0,56.0,12.0,1.0,1
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,weak_first,run_1,0.5,0.6,0.2,53.0,53.0,106.0,0.0,1.0,1
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,weak_first,run_1,0.5,0.6,0.2,53.0,53.0,106.0,0.0,1.0,1
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,weak_first,run_1,0.5,1.0,0.0,63.0,52.0,115.0,11.0,1.0,1
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,weak_first,run_1,0.5,1.0,0.0,63.0,52.0,115.0,11.0,1.0,1
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,weak_first,run_1,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,weak_first,run_1,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,weak_first,run_1,1.0,0.6,0.0,-3.8263752000000006,8.1310473,4.3046720999999994,-11.957422500000002,1.0,8
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,weak_first,run_1,1.0,0.6,0.0,-3.8263752000000006,8.1310473,4.3046720999999994,-11.957422500000002,1.0,8
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,weak_first,run_1,1.0,1.0,0.0,30.0,44.0,74.0,-14.0,1.0,1
deepseek-v3,0,deepseek-v3,gpt-5-nano,1338,weak_first,run_1,1.0,1.0,0.0,30.0,44.0,74.0,-14.0,1.0,1
gemini-2.5-pro,0,gemini-2.5-pro,gpt-5-nano,1338,strong_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
gemini-2.5-pro,0,gemini-2.5-pro,gpt-5-nano,1338,strong_first,run_1,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,10
gemini-2.5-pro,0,gemini-2.5-pro,gpt-5-nano,1338,strong_first,run_1,0.0,0.6,0.4,60.75000000000001,23.490000000000002,84.24000000000001,37.260000000000005,1.0,3
gemini-2.5-pro,0,gemini-2.5-pro,gpt-5-nano,1338,strong_first,run_1,0.0,0.6,0.4,60.75000000000001,23.490000000000002,84.24000000000001,37.260000000000005,1.0,3
gemini-2.5-pro,0,gemini-2.5-pro,gpt-5-nano,1338,strong_first,run_1,0.0,1.0,0.0,76.5,32.4,108.9,44.1,1.0,2
gemini-2.5-pro,0,gemini-2.5-pro,gpt-5-nano,1338,strong_first,run_1,0.0,1.0,0.0,76.5,32.4,108.9,44.1,1.0,2
gemini-2.5-pro,0,gemini-2.5-pro,gpt-5-nano,1338,strong_first,run_1,0.5,0.2,0.4,0.0,0.0,0.0,0.0,0.0,10
gemini-2.5-pro,0,gemini-2.5-pro,gpt-5-nano,1338,strong_first,run_1,0.5,0.2,0.4,0.0,0.0,0.0,0.0,0.0,10
gemini-2.5-pro,0,gemini-2.5-pro,gpt-5-nano,1338,strong_first,run_1,0.5,0.6,0.2,47.0,45.0,92.0,2.0,1.0,1
gemini-2.5-pro,0,gemini-2.5-pro,gpt-5-nano,1338,strong_first,run_1,0.5,0.6,0.2,47.0,45.0,92.0,2.0,1.0,1
gemini-2.5-pro,0,gemini-2.5-pro,gpt-5-nano,1338,strong_first,run_1,0.5,1.0,0.0,50.4,41.4,91.8,9.0,1.0,2
gemini-2.5-pro,0,gemini-2.5-pro,gpt-5-nano,1338,strong_first,run_1,0.5,1.0,0.0,50.4,41.4,91.8,9.0,1.0,2
gemini-2.5-pro,0,gemini-2.5-pro,gpt-5-nano,1338,strong_first,run_1,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
