n,run,elo_variance,elo_stddev,selected_models,selected_elos
8,30,8926.484375,94.480074,gemini-3-pro;gpt-5.4-high;gemini-2.5-pro;o3-mini-high;amazon-nova-micro-v1.0;claude-opus-4-5-20251101-thinking-32k;claude-3-haiku-20240307;qwq-32b,1486;1484;1448;1363;1240;1474;1260;1336
8,31,6153.687500,78.445443,llama-3.3-70b-instruct;gpt-4o-2024-05-13;claude-3-haiku-20240307;gemma-3-27b-it;gpt-4.1-nano-2025-04-14;claude-opus-4-5-20251101-thinking-32k;gpt-5.2-chat-latest-20260210;claude-opus-4-5-20251101,1318;1345;1260;1365;1322;1474;1478;1468
8,32,4037.234375,63.539235,gpt-5-nano-high;deepseek-v3;qwq-32b;gpt-4o-mini-2024-07-18;gpt-5.2-chat-latest-20260210;claude-sonnet-4-20250514;gemini-2.5-pro;gemini-3-pro,1337;1358;1336;1317;1478;1389;1448;1486
8,33,7086.750000,84.182837,claude-haiku-4-5-20251001;gpt-4o-mini-2024-07-18;claude-3-haiku-20240307;gpt-4.1-nano-2025-04-14;o3-mini-high;claude-opus-4-6;gpt-5.2-chat-latest-20260210;gemini-3-pro,1407;1317;1260;1322;1363;1499;1478;1486
8,34,5338.000000,73.061618,gemini-3-pro;o3-mini-high;gemma-3-27b-it;llama-3.3-70b-instruct;deepseek-r1-0528;gpt-4.1-nano-2025-04-14;claude-3-haiku-20240307;claude-opus-4-5-20251101,1486;1363;1365;1318;1422;1322;1260;1468
8,35,5256.750000,72.503448,qwq-32b;gpt-4o-mini-2024-07-18;llama-3.3-70b-instruct;claude-opus-4-5-20251101;gpt-4.1-nano-2025-04-14;claude-3-haiku-20240307;gpt-5.2-chat-latest-20260210;claude-sonnet-4-20250514,1336;1317;1318;1468;1322;1260;1478;1389
8,36,6106.359375,78.143198,gpt-5.2-chat-latest-20260210;deepseek-r1-0528;o3-mini-high;claude-opus-4-6-thinking;gpt-5-nano-high;qwen3-max-preview;claude-3-haiku-20240307;gpt-4.1-nano-2025-04-14,1478;1422;1363;1504;1337;1435;1260;1322
8,37,7214.234375,84.936649,claude-opus-4-6;claude-opus-4-5-20251101;o3-mini-high;gpt-5.4-high;command-r-plus-08-2024;amazon-nova-pro-v1.0;llama-3.3-70b-instruct;qwen3-max-preview,1499;1468;1363;1484;1276;1290;1318;1435
8,38,3619.437500,60.161761,command-r-plus-08-2024;claude-opus-4-5-20251101;gpt-4.1-nano-2025-04-14;qwen3-max-preview;o3-mini-high;claude-haiku-4-5-20251001;gpt-4o-2024-05-13;deepseek-r1-0528,1276;1468;1322;1435;1363;1407;1345;1422
8,39,6360.359375,79.751861,qwen3-max-preview;gemini-2.5-pro;gpt-5.4-high;gemini-3-pro;gpt-5.2-chat-latest-20260210;gpt-4.1-nano-2025-04-14;deepseek-v3;claude-3-haiku-20240307,1435;1448;1484;1486;1478;1322;1358;1260
8,40,4285.687500,65.465162,claude-opus-4-5-20251101;claude-opus-4-6-thinking;deepseek-r1-0528;llama-3.3-70b-instruct;deepseek-v3;claude-haiku-4-5-20251001;gpt-5-nano-high;gpt-5.4-high,1468;1504;1422;1318;1358;1407;1337;1484
8,41,4561.937500,67.542116,qwen3-max-preview;deepseek-r1-0528;claude-opus-4-5-20251101-thinking-32k;gpt-4o-2024-05-13;gemini-3-pro;gpt-4o-mini-2024-07-18;claude-sonnet-4-20250514;amazon-nova-pro-v1.0,1435;1422;1474;1345;1486;1317;1389;1290
8,42,4841.250000,69.579092,gemini-2.5-pro;gpt-4.1-nano-2025-04-14;gemma-3-27b-it;qwen3-max-preview;deepseek-v3;claude-3-haiku-20240307;gemini-3-pro;deepseek-r1-0528,1448;1322;1365;1435;1358;1260;1486;1422
8,43,6134.609375,78.323747,gpt-5.2-chat-latest-20260210;claude-haiku-4-5-20251001;command-r-plus-08-2024;claude-opus-4-5-20251101-thinking-32k;deepseek-r1-0528;llama-3.3-70b-instruct;claude-opus-4-6-thinking;qwq-32b,1478;1407;1276;1474;1422;1318;1504;1336
8,44,8086.484375,89.924882,qwen3-max-preview;claude-opus-4-6;command-r-plus-08-2024;claude-3-haiku-20240307;gemma-3-27b-it;gemini-2.5-pro;amazon-nova-micro-v1.0;qwq-32b,1435;1499;1276;1260;1365;1448;1240;1336
8,45,8062.359375,89.790642,amazon-nova-micro-v1.0;gemini-3-pro;claude-sonnet-4-20250514;gpt-4.1-nano-2025-04-14;gemini-2.5-pro;claude-opus-4-5-20251101-thinking-32k;amazon-nova-pro-v1.0;gpt-5.2-chat-latest-20260210,1240;1486;1389;1322;1448;1474;1290;1478
8,46,8816.750000,93.897551,gemma-3-27b-it;gpt-5.4-high;gpt-4o-mini-2024-07-18;amazon-nova-micro-v1.0;claude-opus-4-6-thinking;gpt-4.1-nano-2025-04-14;gemini-3-pro;claude-opus-4-5-20251101-thinking-32k,1365;1484;1317;1240;1504;1322;1486;1474
8,47,6405.250000,80.032806,claude-opus-4-5-20251101-thinking-32k;claude-3-haiku-20240307;claude-opus-4-5-20251101;o3-mini-high;amazon-nova-pro-v1.0;gemini-3-pro;deepseek-v3;gemma-3-27b-it,1474;1260;1468;1363;1290;1486;1358;1365
8,48,9411.984375,97.015382,amazon-nova-micro-v1.0;claude-3-haiku-20240307;amazon-nova-pro-v1.0;gemini-3-pro;gpt-4o-mini-2024-07-18;deepseek-v3;claude-opus-4-5-20251101-thinking-32k;gpt-5.4-high,1240;1260;1290;1486;1317;1358;1474;1484
8,49,3593.109375,59.942551,llama-3.3-70b-instruct;gpt-5.4-high;deepseek-r1-0528;gemma-3-27b-it;gpt-5-nano-high;deepseek-v3;command-r-plus-08-2024;gpt-4o-2024-05-13,1318;1484;1422;1365;1337;1358;1276;1345
8,50,3576.484375,59.803715,claude-3-haiku-20240307;llama-3.3-70b-instruct;amazon-nova-pro-v1.0;o3-mini-high;deepseek-v3;claude-opus-4-5-20251101;gemma-3-27b-it;claude-sonnet-4-20250514,1260;1318;1290;1363;1358;1468;1365;1389
8,51,4934.359375,70.244995,gpt-5.2-chat-latest-20260210;gpt-4.1-nano-2025-04-14;llama-3.3-70b-instruct;deepseek-r1-0528;claude-opus-4-6;gemini-2.5-pro;gpt-4o-mini-2024-07-18;gemma-3-27b-it,1478;1322;1318;1422;1499;1448;1317;1365
8,52,3720.687500,60.997438,gemini-3-pro;gpt-4o-2024-05-13;claude-sonnet-4-20250514;qwen3-max-preview;gpt-4o-mini-2024-07-18;gpt-5.2-chat-latest-20260210;o3-mini-high;gpt-5-nano-high,1486;1345;1389;1435;1317;1478;1363;1337
8,53,9273.359375,96.298283,gemma-3-27b-it;amazon-nova-micro-v1.0;command-r-plus-08-2024;gpt-5.4-high;gemini-2.5-pro;claude-opus-4-5-20251101-thinking-32k;amazon-nova-pro-v1.0;gemini-3-pro,1365;1240;1276;1484;1448;1474;1290;1486
8,54,4827.359375,69.479201,gpt-4o-2024-05-13;gemini-2.5-pro;gpt-5.2-chat-latest-20260210;claude-3-haiku-20240307;claude-sonnet-4-20250514;llama-3.3-70b-instruct;qwq-32b;qwen3-max-preview,1345;1448;1478;1260;1389;1318;1336;1435
8,55,4530.750000,67.310846,gemma-3-27b-it;claude-sonnet-4-20250514;qwen3-max-preview;gpt-4.1-nano-2025-04-14;gpt-5-nano-high;amazon-nova-pro-v1.0;gemini-3-pro;command-r-plus-08-2024,1365;1389;1435;1322;1337;1290;1486;1276
8,56,6453.234375,80.332026,deepseek-v3;claude-3-haiku-20240307;qwq-32b;amazon-nova-pro-v1.0;qwen3-max-preview;claude-haiku-4-5-20251001;claude-opus-4-6;claude-opus-4-5-20251101-thinking-32k,1358;1260;1336;1290;1435;1407;1499;1474
8,57,7291.750000,85.391744,amazon-nova-micro-v1.0;gemini-2.5-pro;gpt-4o-mini-2024-07-18;gpt-5-nano-high;claude-opus-4-5-20251101;deepseek-v3;command-r-plus-08-2024;gpt-5.4-high,1240;1448;1317;1337;1468;1358;1276;1484
8,58,3830.187500,61.888509,gpt-5.4-high;deepseek-v3;gpt-4o-2024-05-13;gpt-4.1-nano-2025-04-14;gpt-5.2-chat-latest-20260210;claude-haiku-4-5-20251001;gemini-3-pro;deepseek-r1-0528,1484;1358;1345;1322;1478;1407;1486;1422
8,59,7368.750000,85.841424,claude-opus-4-6-thinking;deepseek-v3;claude-sonnet-4-20250514;gpt-5-nano-high;claude-opus-4-5-20251101-thinking-32k;amazon-nova-pro-v1.0;amazon-nova-micro-v1.0;gemini-2.5-pro,1504;1358;1389;1337;1474;1290;1240;1448
8,60,7198.484375,84.843882,claude-3-haiku-20240307;deepseek-r1-0528;claude-haiku-4-5-20251001;claude-opus-4-6;amazon-nova-pro-v1.0;gemma-3-27b-it;claude-opus-4-5-20251101;command-r-plus-08-2024,1260;1422;1407;1499;1290;1365;1468;1276
8,61,4510.484375,67.160140,gpt-4o-mini-2024-07-18;gpt-5.4-high;o3-mini-high;gemini-3-pro;gpt-4.1-nano-2025-04-14;gpt-4o-2024-05-13;llama-3.3-70b-instruct;qwq-32b,1317;1484;1363;1486;1322;1345;1318;1336
8,62,8511.437500,92.257452,gpt-4.1-nano-2025-04-14;amazon-nova-micro-v1.0;qwen3-max-preview;claude-sonnet-4-20250514;gpt-5-nano-high;claude-opus-4-6;claude-opus-4-6-thinking;command-r-plus-08-2024,1322;1240;1435;1389;1337;1499;1504;1276
8,63,5158.484375,71.822590,claude-opus-4-5-20251101-thinking-32k;amazon-nova-pro-v1.0;gpt-5-nano-high;claude-opus-4-6;gpt-4.1-nano-2025-04-14;qwq-32b;deepseek-v3;gpt-4o-mini-2024-07-18,1474;1290;1337;1499;1322;1336;1358;1317
8,64,5658.484375,75.222898,command-r-plus-08-2024;llama-3.3-70b-instruct;gpt-5.2-chat-latest-20260210;gemini-2.5-pro;claude-opus-4-6;qwq-32b;o3-mini-high;gemma-3-27b-it,1276;1318;1478;1448;1499;1336;1363;1365
8,65,8396.250000,91.631054,claude-opus-4-6-thinking;deepseek-v3;claude-sonnet-4-20250514;gpt-5.2-chat-latest-20260210;claude-opus-4-6;amazon-nova-pro-v1.0;claude-3-haiku-20240307;gemini-3-pro,1504;1358;1389;1478;1499;1290;1260;1486
8,66,6936.937500,83.288279,gemma-3-27b-it;gpt-5-nano-high;gemini-3-pro;claude-opus-4-6;claude-opus-4-5-20251101;claude-opus-4-6-thinking;claude-haiku-4-5-20251001;claude-3-haiku-20240307,1365;1337;1486;1499;1468;1504;1407;1260
8,67,6977.234375,83.529841,claude-opus-4-5-20251101;claude-sonnet-4-20250514;gpt-5-nano-high;deepseek-r1-0528;claude-opus-4-5-20251101-thinking-32k;gemini-3-pro;amazon-nova-micro-v1.0;claude-opus-4-6,1468;1389;1337;1422;1474;1486;1240;1499
8,68,6211.359375,78.812178,command-r-plus-08-2024;claude-haiku-4-5-20251001;claude-opus-4-5-20251101;gpt-4.1-nano-2025-04-14;amazon-nova-pro-v1.0;claude-opus-4-6;o3-mini-high;gemini-2.5-pro,1276;1407;1468;1322;1290;1499;1363;1448
8,69,8368.687500,91.480531,amazon-nova-micro-v1.0;claude-opus-4-6;claude-opus-4-5-20251101;claude-3-haiku-20240307;deepseek-r1-0528;gemma-3-27b-it;deepseek-v3;claude-opus-4-5-20251101-thinking-32k,1240;1499;1468;1260;1422;1365;1358;1474
8,70,6141.984375,78.370813,llama-3.3-70b-instruct;gpt-4.1-nano-2025-04-14;amazon-nova-pro-v1.0;command-r-plus-08-2024;claude-opus-4-5-20251101;gemini-2.5-pro;gpt-5.4-high;claude-sonnet-4-20250514,1318;1322;1290;1276;1468;1448;1484;1389
8,71,8831.000000,93.973400,gemini-3-pro;claude-opus-4-5-20251101-thinking-32k;qwq-32b;deepseek-r1-0528;gemini-2.5-pro;gpt-5.2-chat-latest-20260210;claude-3-haiku-20240307;amazon-nova-micro-v1.0,1486;1474;1336;1422;1448;1478;1260;1240
8,72,4550.500000,67.457394,claude-opus-4-5-20251101;deepseek-v3;gpt-4.1-nano-2025-04-14;claude-opus-4-6;qwen3-max-preview;gpt-4o-mini-2024-07-18;gpt-5-nano-high;qwq-32b,1468;1358;1322;1499;1435;1317;1337;1336
8,73,3303.937500,57.479888,gemma-3-27b-it;gpt-5-nano-high;gemini-3-pro;claude-sonnet-4-20250514;deepseek-v3;qwq-32b;command-r-plus-08-2024;claude-haiku-4-5-20251001,1365;1337;1486;1389;1358;1336;1276;1407
8,74,8683.187500,93.183622,command-r-plus-08-2024;deepseek-r1-0528;llama-3.3-70b-instruct;claude-opus-4-6-thinking;claude-opus-4-6;amazon-nova-pro-v1.0;gpt-4o-mini-2024-07-18;claude-3-haiku-20240307,1276;1422;1318;1504;1499;1290;1317;1260
8,75,4653.609375,68.217369,gpt-4.1-nano-2025-04-14;qwq-32b;gemini-3-pro;qwen3-max-preview;gpt-5-nano-high;llama-3.3-70b-instruct;gpt-4o-2024-05-13;gpt-5.4-high,1322;1336;1486;1435;1337;1318;1345;1484
8,76,6439.250000,80.244938,gpt-4o-mini-2024-07-18;claude-opus-4-5-20251101;deepseek-r1-0528;amazon-nova-micro-v1.0;deepseek-v3;claude-haiku-4-5-20251001;claude-3-haiku-20240307;gemini-2.5-pro,1317;1468;1422;1240;1358;1407;1260;1448
8,77,2499.984375,49.999844,claude-haiku-4-5-20251001;gemma-3-27b-it;qwen3-max-preview;gpt-5.4-high;qwq-32b;gpt-4.1-nano-2025-04-14;claude-sonnet-4-20250514;o3-mini-high,1407;1365;1435;1484;1336;1322;1389;1363
8,78,5108.437500,71.473334,deepseek-r1-0528;claude-sonnet-4-20250514;claude-opus-4-6;amazon-nova-micro-v1.0;gpt-4.1-nano-2025-04-14;qwq-32b;gemma-3-27b-it;gpt-5-nano-high,1422;1389;1499;1240;1322;1336;1365;1337
8,79,6353.359375,79.707963,claude-opus-4-6-thinking;gpt-4o-mini-2024-07-18;command-r-plus-08-2024;claude-3-haiku-20240307;claude-sonnet-4-20250514;amazon-nova-micro-v1.0;qwq-32b;gemma-3-27b-it,1504;1317;1276;1260;1389;1240;1336;1365
8,80,9168.984375,95.754814,gpt-5.2-chat-latest-20260210;llama-3.3-70b-instruct;command-r-plus-08-2024;amazon-nova-micro-v1.0;gemini-2.5-pro;claude-opus-4-5-20251101;gpt-5-nano-high;claude-opus-4-6-thinking,1478;1318;1276;1240;1448;1468;1337;1504
8,81,8725.000000,93.407708,amazon-nova-micro-v1.0;command-r-plus-08-2024;claude-sonnet-4-20250514;claude-opus-4-5-20251101-thinking-32k;claude-opus-4-5-20251101;gpt-5.4-high;claude-opus-4-6;deepseek-v3,1240;1276;1389;1474;1468;1484;1499;1358
8,82,4200.234375,64.809215,gpt-4o-2024-05-13;deepseek-v3;gemini-2.5-pro;gpt-4o-mini-2024-07-18;claude-opus-4-5-20251101;gpt-5.2-chat-latest-20260210;claude-opus-4-6-thinking;claude-haiku-4-5-20251001,1345;1358;1448;1317;1468;1478;1504;1407
8,83,5341.500000,73.085566,claude-opus-4-6-thinking;claude-haiku-4-5-20251001;claude-opus-4-6;qwq-32b;claude-opus-4-5-20251101-thinking-32k;gpt-5-nano-high;gpt-4o-mini-2024-07-18;deepseek-v3,1504;1407;1499;1336;1474;1337;1317;1358
8,84,5675.500000,75.335914,deepseek-v3;amazon-nova-pro-v1.0;gpt-4o-mini-2024-07-18;gpt-5-nano-high;claude-3-haiku-20240307;claude-opus-4-5-20251101-thinking-32k;gpt-4.1-nano-2025-04-14;gpt-5.2-chat-latest-20260210,1358;1290;1317;1337;1260;1474;1322;1478
8,85,4630.250000,68.045940,claude-opus-4-6-thinking;gemini-2.5-pro;deepseek-r1-0528;amazon-nova-pro-v1.0;gpt-4.1-nano-2025-04-14;claude-haiku-4-5-20251001;claude-sonnet-4-20250514;claude-opus-4-5-20251101-thinking-32k,1504;1448;1422;1290;1322;1407;1389;1474
8,86,5380.250000,73.350187,claude-3-haiku-20240307;amazon-nova-pro-v1.0;claude-opus-4-5-20251101;gemma-3-27b-it;claude-haiku-4-5-20251001;deepseek-r1-0528;deepseek-v3;gpt-5.2-chat-latest-20260210,1260;1290;1468;1365;1407;1422;1358;1478
8,87,7499.687500,86.600736,gpt-4.1-nano-2025-04-14;llama-3.3-70b-instruct;amazon-nova-micro-v1.0;claude-opus-4-6-thinking;gpt-5.4-high;qwen3-max-preview;deepseek-v3;gpt-4o-mini-2024-07-18,1322;1318;1240;1504;1484;1435;1358;1317
8,88,6689.359375,81.788504,claude-opus-4-6;claude-sonnet-4-20250514;qwen3-max-preview;command-r-plus-08-2024;llama-3.3-70b-instruct;claude-opus-4-6-thinking;qwq-32b;claude-opus-4-5-20251101-thinking-32k,1499;1389;1435;1276;1318;1504;1336;1474
8,89,1697.609375,41.202055,amazon-nova-micro-v1.0;gpt-4.1-nano-2025-04-14;llama-3.3-70b-instruct;claude-sonnet-4-20250514;command-r-plus-08-2024;gpt-4o-mini-2024-07-18;qwq-32b;gpt-5-nano-high,1240;1322;1318;1389;1276;1317;1336;1337
8,90,7639.484375,87.404144,claude-opus-4-5-20251101-thinking-32k;gemma-3-27b-it;claude-opus-4-6;claude-opus-4-6-thinking;gpt-5.4-high;o3-mini-high;amazon-nova-micro-v1.0;claude-opus-4-5-20251101,1474;1365;1499;1504;1484;1363;1240;1468
8,91,5742.609375,75.780006,claude-opus-4-5-20251101-thinking-32k;claude-3-haiku-20240307;gpt-5.2-chat-latest-20260210;o3-mini-high;qwq-32b;deepseek-r1-0528;gpt-5.4-high;gemini-2.5-pro,1474;1260;1478;1363;1336;1422;1484;1448
8,92,10355.187500,101.760442,gpt-4o-mini-2024-07-18;amazon-nova-pro-v1.0;claude-opus-4-6;claude-opus-4-5-20251101-thinking-32k;amazon-nova-micro-v1.0;claude-opus-4-6-thinking;command-r-plus-08-2024;llama-3.3-70b-instruct,1317;1290;1499;1474;1240;1504;1276;1318
8,93,4467.500000,66.839360,qwen3-max-preview;claude-opus-4-5-20251101;o3-mini-high;claude-opus-4-5-20251101-thinking-32k;gpt-5.4-high;claude-sonnet-4-20250514;gpt-5-nano-high;amazon-nova-pro-v1.0,1435;1468;1363;1474;1484;1389;1337;1290
8,94,2667.234375,51.645274,o3-mini-high;gpt-4o-mini-2024-07-18;qwen3-max-preview;claude-haiku-4-5-20251001;gpt-4o-2024-05-13;deepseek-r1-0528;qwq-32b;command-r-plus-08-2024,1363;1317;1435;1407;1345;1422;1336;1276
8,95,6235.187500,78.963203,gpt-5-nano-high;amazon-nova-micro-v1.0;gpt-4.1-nano-2025-04-14;claude-opus-4-5-20251101-thinking-32k;o3-mini-high;qwq-32b;gemini-2.5-pro;gpt-5.2-chat-latest-20260210,1337;1240;1322;1474;1363;1336;1448;1478
8,96,8377.109375,91.526550,gpt-4o-mini-2024-07-18;claude-opus-4-5-20251101;claude-opus-4-6-thinking;claude-opus-4-6;gpt-4o-2024-05-13;llama-3.3-70b-instruct;amazon-nova-micro-v1.0;deepseek-r1-0528,1317;1468;1504;1499;1345;1318;1240;1422
8,97,5356.359375,73.187153,gpt-4.1-nano-2025-04-14;claude-sonnet-4-20250514;gemini-2.5-pro;claude-opus-4-5-20251101-thinking-32k;gemma-3-27b-it;amazon-nova-pro-v1.0;gpt-5-nano-high;amazon-nova-micro-v1.0,1322;1389;1448;1474;1365;1290;1337;1240
8,98,6459.359375,80.370140,gpt-4o-mini-2024-07-18;claude-opus-4-5-20251101;gpt-5.2-chat-latest-20260210;claude-opus-4-6-thinking;llama-3.3-70b-instruct;gpt-5-nano-high;gpt-4o-2024-05-13;amazon-nova-pro-v1.0,1317;1468;1478;1504;1318;1337;1345;1290
8,99,3634.859375,60.289795,claude-opus-4-5-20251101;gpt-5-nano-high;gpt-4o-2024-05-13;gemma-3-27b-it;o3-mini-high;llama-3.3-70b-instruct;amazon-nova-micro-v1.0;claude-sonnet-4-20250514,1468;1337;1345;1365;1363;1318;1240;1389
10,0,3600.490000,60.004083,llama-3.3-70b-instruct;claude-opus-4-5-20251101;deepseek-v3;gemma-3-27b-it;qwen3-max-preview;gpt-4o-mini-2024-07-18;qwq-32b;amazon-nova-micro-v1.0;gpt-5-nano-high;gpt-4o-2024-05-13,1318;1468;1358;1365;1435;1317;1336;1240;1337;1345
10,1,7893.490000,88.845315,gemini-3-pro;claude-opus-4-6-thinking;claude-opus-4-5-20251101;deepseek-v3;amazon-nova-micro-v1.0;gemini-2.5-pro;gpt-4o-mini-2024-07-18;gpt-4o-2024-05-13;claude-3-haiku-20240307;o3-mini-high,1486;1504;1468;1358;1240;1448;1317;1345;1260;1363
10,2,8119.410000,90.107769,gpt-4.1-nano-2025-04-14;claude-3-haiku-20240307;gemini-3-pro;claude-opus-4-6-thinking;gpt-5.4-high;claude-opus-4-5-20251101-thinking-32k;gpt-4o-2024-05-13;amazon-nova-pro-v1.0;claude-opus-4-6;claude-sonnet-4-20250514,1322;1260;1486;1504;1484;1474;1345;1290;1499;1389
10,3,4177.240000,64.631571,claude-opus-4-5-20251101;gemini-2.5-pro;claude-opus-4-5-20251101-thinking-32k;deepseek-r1-0528;gpt-4o-mini-2024-07-18;claude-sonnet-4-20250514;qwq-32b;llama-3.3-70b-instruct;o3-mini-high;claude-opus-4-6,1468;1448;1474;1422;1317;1389;1336;1318;1363;1499
10,4,3696.650000,60.800082,llama-3.3-70b-instruct;gemma-3-27b-it;gpt-5-nano-high;gpt-4o-2024-05-13;deepseek-v3;qwen3-max-preview;qwq-32b;o3-mini-high;claude-opus-4-6-thinking;claude-opus-4-5-20251101-thinking-32k,1318;1365;1337;1345;1358;1435;1336;1363;1504;1474
10,5,5794.560000,76.122007,qwen3-max-preview;command-r-plus-08-2024;claude-opus-4-5-20251101;gemma-3-27b-it;gpt-4.1-nano-2025-04-14;llama-3.3-70b-instruct;claude-opus-4-6;deepseek-v3;claude-haiku-4-5-20251001;claude-3-haiku-20240307,1435;1276;1468;1365;1322;1318;1499;1358;1407;1260
10,6,5896.850000,76.790950,claude-opus-4-6-thinking;deepseek-v3;o3-mini-high;gemma-3-27b-it;command-r-plus-08-2024;gpt-5.2-chat-latest-20260210;claude-opus-4-5-20251101-thinking-32k;gpt-5-nano-high;gemini-3-pro;gpt-5.4-high,1504;1358;1363;1365;1276;1478;1474;1337;1486;1484
10,7,8283.250000,91.012362,gemini-3-pro;claude-sonnet-4-20250514;claude-opus-4-6-thinking;amazon-nova-micro-v1.0;gpt-4o-mini-2024-07-18;command-r-plus-08-2024;claude-3-haiku-20240307;claude-opus-4-5-20251101;gpt-5-nano-high;deepseek-v3,1486;1389;1504;1240;1317;1276;1260;1468;1337;1358
10,8,6293.160000,79.329440,amazon-nova-micro-v1.0;qwq-32b;deepseek-r1-0528;gpt-5.2-chat-latest-20260210;claude-opus-4-6-thinking;gemini-3-pro;claude-sonnet-4-20250514;gemini-2.5-pro;claude-haiku-4-5-20251001;gpt-4.1-nano-2025-04-14,1240;1336;1422;1478;1504;1486;1389;1448;1407;1322
10,9,6262.610000,79.136654,claude-opus-4-5-20251101-thinking-32k;claude-3-haiku-20240307;gemma-3-27b-it;o3-mini-high;llama-3.3-70b-instruct;amazon-nova-micro-v1.0;deepseek-v3;gpt-5.4-high;gpt-5-nano-high;gemini-2.5-pro,1474;1260;1365;1363;1318;1240;1358;1484;1337;1448
10,10,4464.450000,66.816540,gpt-4.1-nano-2025-04-14;qwen3-max-preview;gpt-5.2-chat-latest-20260210;gpt-5.4-high;claude-haiku-4-5-20251001;claude-opus-4-5-20251101;amazon-nova-pro-v1.0;deepseek-r1-0528;gpt-4o-2024-05-13;claude-opus-4-5-20251101-thinking-32k,1322;1435;1478;1484;1407;1468;1290;1422;1345;1474
10,11,6314.210000,79.462003,claude-sonnet-4-20250514;gpt-5.4-high;qwen3-max-preview;amazon-nova-micro-v1.0;gemma-3-27b-it;gpt-5.2-chat-latest-20260210;gpt-4.1-nano-2025-04-14;claude-3-haiku-20240307;deepseek-v3;deepseek-r1-0528,1389;1484;1435;1240;1365;1478;1322;1260;1358;1422
10,12,5017.810000,70.836502,o3-mini-high;gemini-2.5-pro;qwq-32b;gpt-5.4-high;gpt-4.1-nano-2025-04-14;qwen3-max-preview;claude-haiku-4-5-20251001;claude-opus-4-5-20251101-thinking-32k;amazon-nova-pro-v1.0;claude-opus-4-6-thinking,1363;1448;1336;1484;1322;1435;1407;1474;1290;1504
10,13,4700.090000,68.557202,claude-sonnet-4-20250514;claude-opus-4-6;qwen3-max-preview;gpt-4o-mini-2024-07-18;claude-opus-4-5-20251101;gemma-3-27b-it;qwq-32b;gpt-4.1-nano-2025-04-14;command-r-plus-08-2024;deepseek-r1-0528,1389;1499;1435;1317;1468;1365;1336;1322;1276;1422
10,14,7321.890000,85.568043,command-r-plus-08-2024;gemini-2.5-pro;qwq-32b;gpt-5.2-chat-latest-20260210;claude-opus-4-6;claude-haiku-4-5-20251001;claude-opus-4-6-thinking;claude-3-haiku-20240307;claude-sonnet-4-20250514;claude-opus-4-5-20251101-thinking-32k,1276;1448;1336;1478;1499;1407;1504;1260;1389;1474
10,15,5715.290000,75.599537,claude-sonnet-4-20250514;qwq-32b;gpt-5.4-high;qwen3-max-preview;deepseek-v3;claude-opus-4-6;amazon-nova-micro-v1.0;o3-mini-high;claude-haiku-4-5-20251001;gpt-5.2-chat-latest-20260210,1389;1336;1484;1435;1358;1499;1240;1363;1407;1478
10,16,4913.440000,70.095934,o3-mini-high;claude-sonnet-4-20250514;qwen3-max-preview;gpt-4.1-nano-2025-04-14;claude-haiku-4-5-20251001;command-r-plus-08-2024;gemini-2.5-pro;gemini-3-pro;claude-opus-4-6-thinking;claude-opus-4-5-20251101-thinking-32k,1363;1389;1435;1322;1407;1276;1448;1486;1504;1474
10,17,4500.760000,67.087704,gpt-5.2-chat-latest-20260210;claude-opus-4-6-thinking;claude-haiku-4-5-20251001;gpt-4o-2024-05-13;o3-mini-high;qwq-32b;claude-opus-4-5-20251101-thinking-32k;gemini-3-pro;gemini-2.5-pro;gpt-4o-mini-2024-07-18,1478;1504;1407;1345;1363;1336;1474;1486;1448;1317
10,18,6130.560000,78.297893,gpt-5.4-high;deepseek-v3;claude-sonnet-4-20250514;amazon-nova-pro-v1.0;gpt-4o-mini-2024-07-18;qwen3-max-preview;claude-opus-4-5-20251101-thinking-32k;gemini-2.5-pro;amazon-nova-micro-v1.0;gpt-5-nano-high,1484;1358;1389;1290;1317;1435;1474;1448;1240;1337
10,19,8406.840000,91.688822,claude-opus-4-5-20251101;gpt-5-nano-high;gpt-5.2-chat-latest-20260210;claude-haiku-4-5-20251001;claude-opus-4-6-thinking;gemini-2.5-pro;claude-3-haiku-20240307;amazon-nova-micro-v1.0;claude-opus-4-6;gemma-3-27b-it,1468;1337;1478;1407;1504;1448;1260;1240;1499;1365
10,20,5558.090000,74.552599,command-r-plus-08-2024;gpt-5-nano-high;qwen3-max-preview;o3-mini-high;claude-opus-4-6;claude-sonnet-4-20250514;gpt-5.2-chat-latest-20260210;claude-opus-4-5-20251101-thinking-32k;claude-opus-4-6-thinking;gpt-5.4-high,1276;1337;1435;1363;1499;1389;1478;1474;1504;1484
10,21,7581.760000,87.073302,gpt-4.1-nano-2025-04-14;amazon-nova-pro-v1.0;gemini-3-pro;claude-opus-4-6-thinking;llama-3.3-70b-instruct;claude-opus-4-5-20251101;claude-sonnet-4-20250514;gemini-2.5-pro;amazon-nova-micro-v1.0;gpt-5-nano-high,1322;1290;1486;1504;1318;1468;1389;1448;1240;1337
10,22,7363.240000,85.809324,gpt-5.2-chat-latest-20260210;claude-opus-4-6-thinking;gemini-3-pro;gpt-4o-2024-05-13;gemini-2.5-pro;amazon-nova-micro-v1.0;gpt-4o-mini-2024-07-18;claude-opus-4-5-20251101;claude-opus-4-6;claude-sonnet-4-20250514,1478;1504;1486;1345;1448;1240;1317;1468;1499;1389
