experiment_id,experiment_type,model_alpha,model_beta,model_alpha_short,model_beta_short,model_order,rho,theta,n_issues,consensus,final_round,exploitation,alpha_util,beta_util,social_welfare,util_ratio,token_budget,model_pair,adversary_model,adversary_short,adversary_elo
682,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.0,0.75,5,True,3,True,0.5205863101262878,0.64624311197905,1.1668294221053377,0.8055580020528933,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
683,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.0,0.75,5,True,1,True,0.9615036520394962,0.7412049034634404,1.7027085555029364,1.2972170685146067,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
684,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,0.0,1.0,5,True,2,True,0.8496241555565591,0.6919573959013867,1.5415815514579458,1.2278561665632404,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
685,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,0.0,1.0,5,True,3,True,0.6323022533771581,0.6917205560254135,1.3240228094025714,0.914100712880835,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
686,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,0.0,1.0,5,True,1,False,0.621715908239731,0.834895430528886,1.456611338768617,0.7446632063202083,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
687,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.0,1.0,5,True,10,True,0.3813270914667612,0.26082656219312267,0.6421536536598839,1.46199485305648,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
688,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.0,1.0,5,True,2,True,0.582492944672894,0.5504305222740904,1.1329234669469845,1.0582497174508756,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
689,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.0,1.0,5,True,1,True,0.9474106880028363,0.6192158830461651,1.5666265710490015,1.5300167743471833,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
690,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,0.5,0.0,5,True,1,True,0.8780800669511167,0.9555515594092517,1.8336316263603685,0.918924843253848,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
691,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,0.5,0.0,5,True,1,True,0.8481967125000996,0.9703378975997309,1.8185346100998305,0.874125100749167,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
692,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,0.5,0.0,5,True,2,True,0.7713569418230773,0.8057746228426589,1.5771315646657362,0.9572862186970337,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
693,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.5,0.0,5,True,1,True,0.8549251592865734,0.7280977495774996,1.583022908864073,1.1741900861287775,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
694,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.5,0.0,5,True,1,True,0.7704499043432307,0.7961144313458067,1.5665643356890375,0.9677627662656598,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
695,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.5,0.0,5,True,1,False,0.9707909215493832,0.8199644659885492,1.7907553875379323,1.1839426729047309,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
696,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,0.5,0.25,5,True,1,True,0.8423484223822477,0.9166931044570009,1.7590415268392485,0.9188990495147327,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
697,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,0.5,0.25,5,True,1,True,0.7850645806817425,0.9027363884326449,1.6878009691143874,0.8696498676039774,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
698,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,0.5,0.25,5,True,1,False,0.5226991183517432,0.9688502355067592,1.4915493538585025,0.5395045582853621,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
699,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.5,0.25,5,True,1,True,0.643877915355182,0.5013917567893691,1.145269672144551,1.2841812946391744,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
700,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.5,0.25,5,True,1,True,0.960783707495223,0.7546751650436803,1.7154588725389033,1.2731089507094264,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
701,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.5,0.25,5,True,5,True,0.5396263508514331,0.46577654057480306,1.005402891426236,1.1585520176381015,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
702,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,0.5,0.5,5,True,1,False,0.9776193210222118,0.9256664492957952,1.903285770318007,1.0561248295927113,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
703,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,0.5,0.5,5,True,1,False,0.627400303363878,0.9859199273413011,1.613320230705179,0.6363603026624773,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
704,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,0.5,0.5,5,True,1,False,0.8233098068945921,0.9669063588831907,1.7902161657777826,0.8514886672640591,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
705,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.5,0.5,5,True,1,True,0.9377139901243765,0.8134427439674415,1.751156734091818,1.1527719646877925,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
706,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.5,0.5,5,True,1,True,0.9708251604960592,0.8393600915775395,1.8101852520735986,1.1566253509521007,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
707,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.5,0.5,5,True,2,True,0.8097548685716146,0.7518833829988685,1.561638251570483,1.0769686987121954,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
708,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,0.5,0.75,5,True,1,True,0.7191048388301098,0.9778170654402649,1.6969219042703747,0.7354185810884072,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
709,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,0.5,0.75,5,True,1,True,0.8595561771853443,0.9832815011343199,1.8428376783196643,0.8741710041262393,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
710,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,0.5,0.75,5,True,1,True,0.8054859427071912,0.8302408439170998,1.635726786624291,0.9701834697831604,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
711,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.5,0.75,5,True,5,True,0.6415793922880073,0.3935997523401354,1.0351791446281426,1.6300299694639453,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
712,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.5,0.75,5,True,2,True,0.6198543953710061,0.876770109258114,1.49662450462912,0.7069748259272898,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
713,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.5,0.75,5,True,10,True,0.375846641792009,0.26873244013225206,0.644579081924261,1.3985905148148192,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
714,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,0.5,1.0,5,True,1,True,0.9628079433516894,0.8113758778864163,1.7741838212381058,1.1866361443474807,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
715,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,0.5,1.0,5,True,7,True,0.39413158058533665,0.4630707325924266,0.8572023131777633,0.8511260868914231,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
716,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,0.5,1.0,5,True,1,True,0.969692314047708,0.7104338650281274,1.6801261790758355,1.3649297447403017,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
717,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.5,1.0,5,True,3,True,0.5871885860754469,0.5245918766455566,1.1117804627210035,1.1193245877731806,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
718,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.5,1.0,5,True,1,True,0.9384628492643476,0.8247876104520845,1.7632504597164322,1.1378236498362957,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
719,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,0.5,1.0,5,True,1,True,0.9379447734705546,0.5933021878580278,1.5312469613285824,1.5808887825894835,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
720,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,1.0,0.0,5,True,1,True,0.9294076197673314,0.9660031072600556,1.895410727027387,0.9621165944315412,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
721,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,1.0,0.0,5,True,1,True,0.9634826455682944,0.9389525849361152,1.9024352305044097,1.0261249194322717,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
722,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,1.0,0.0,5,True,1,True,0.9348636692942036,0.9923443499117982,1.927208019206002,0.9420758725308371,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
723,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,1.0,0.0,5,True,1,True,0.9225653850765341,0.974400646585124,1.8969660316616581,0.946802927840564,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
724,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,1.0,0.0,5,True,1,True,0.9590966501382356,0.9776099140256352,1.9367065641638708,0.981062728986488,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
725,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,1.0,0.0,5,True,1,True,0.8818388285018652,0.9875378600100237,1.869376688511889,0.8929671096285001,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
726,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,1.0,0.25,5,True,1,False,0.9861396772472818,0.9275424298290789,1.9136821070763608,1.0631747352290943,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
727,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,1.0,0.25,5,True,1,True,0.9866528770292587,0.9734775648206963,1.960130441849955,1.0135342741165168,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
728,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,1.0,0.25,5,True,1,True,0.9972791483429565,0.9796468790889301,1.9769260274318867,1.0179985968724,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
729,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,1.0,0.25,5,True,1,True,0.9518787288221419,0.9733334161206191,1.925212144942761,0.9779575149243428,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
730,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,1.0,0.25,5,True,1,True,0.91170037601036,0.9091380810629124,1.8208384570732723,1.002818378198889,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
731,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,1.0,0.25,5,True,1,True,0.9613983311261878,0.9800530105610543,1.941451341687242,0.9809656424358237,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
732,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,1.0,0.5,5,True,1,True,0.9640379833654041,0.9564492028319231,1.9204871861973274,1.0079343267901857,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
733,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,1.0,0.5,5,True,1,True,0.9776120001391563,0.9764684263264042,1.9540804264655605,1.0011711324011308,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
734,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,1.0,0.5,5,True,1,True,0.9725512537360672,0.9582836713862789,1.9308349251223462,1.0148886835660555,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
735,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,1.0,0.5,5,True,1,True,0.9613683274146203,0.9313729926288824,1.8927413200435028,1.0322055020095369,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
736,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,1.0,0.5,5,True,1,False,0.9225008357003228,0.9456497375661617,1.8681505732664845,0.97552063840739,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
737,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,1.0,0.5,5,True,1,True,0.9637079171223669,0.9187974240508754,1.8825053411732422,1.0488796462592225,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
738,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,1.0,0.75,5,True,1,False,0.9639661280052482,0.9723032625209002,1.9362693905261483,0.9914253763851042,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
739,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,1.0,0.75,5,True,1,False,0.9778297850667181,0.9784211933641284,1.9562509784308464,0.999395548357475,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
740,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,1.0,0.75,5,True,1,True,0.9695260946462748,0.9627902138657615,1.9323163085120363,1.006996208191053,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
741,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,1.0,0.75,5,True,1,True,0.9675790185457428,0.9452057444551086,1.9127847630008514,1.0236702688508648,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
742,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,1.0,0.75,5,True,1,True,0.8353339115717359,0.766400271797244,1.60173418336898,1.0899446964088872,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
743,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,1.0,0.75,5,True,1,False,0.9723508462363482,0.9720465492301316,1.9443973954664797,1.0003130477716913,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
744,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,1.0,1.0,5,True,1,True,0.9734867924651309,0.9734867937135343,1.9469735861786652,0.9999999987175959,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
745,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,1.0,1.0,5,True,1,True,0.9479181657457453,0.9479181624716893,1.8958363282174346,1.0000000034539438,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
746,model_scale,gpt-5-nano,o3-mini-high,GPT-5-nano,O3-mini,weak_first,1.0,1.0,5,True,1,True,0.9728305320321238,0.9728305314554313,1.945661063487555,1.0000000005927985,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
747,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,1.0,1.0,5,True,1,True,0.9804148643448692,0.9804148609764473,1.9608297253213165,1.0000000034357108,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
748,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,1.0,1.0,5,True,1,True,0.8776220213428074,0.8776220221850122,1.7552440435278196,0.999999999040356,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
749,model_scale,o3-mini-high,gpt-5-nano,O3-mini,GPT-5-nano,strong_first,1.0,1.0,5,True,1,True,0.9834569450105964,0.9834569452378294,1.966913890248426,0.9999999997689446,,GPT-5-nano vs O3-mini,o3-mini-high,O3-mini,1364
882,model_scale,gpt-5-nano,claude-haiku-4-5,GPT-5-nano,Haiku 4.5,weak_first,1.0,0.5,5,True,1,True,0.9679305660190223,0.9694059444355058,1.9373365104545281,0.9984780592434446,,GPT-5-nano vs Haiku 4.5,claude-haiku-4-5,Haiku 4.5,1403
884,model_scale,gpt-5-nano,claude-haiku-4-5,GPT-5-nano,Haiku 4.5,weak_first,1.0,0.5,5,True,2,True,0.8810525865528781,0.8815694758271,1.762622062379978,0.9994136715387781,,GPT-5-nano vs Haiku 4.5,claude-haiku-4-5,Haiku 4.5,1403
890,model_scale,gpt-5-nano,claude-haiku-4-5,GPT-5-nano,Haiku 4.5,weak_first,1.0,0.75,5,True,1,True,0.9609761903958887,0.9630753871144789,1.9240515775103675,0.9978203194197707,,GPT-5-nano vs Haiku 4.5,claude-haiku-4-5,Haiku 4.5,1403
896,model_scale,gpt-5-nano,claude-haiku-4-5,GPT-5-nano,Haiku 4.5,weak_first,1.0,1.0,5,True,1,False,0.9867971821855918,0.9867971808267383,1.97359436301233,1.0000000013770343,,GPT-5-nano vs Haiku 4.5,claude-haiku-4-5,Haiku 4.5,1403
897,model_scale,claude-haiku-4-5,gpt-5-nano,Haiku 4.5,GPT-5-nano,strong_first,1.0,1.0,5,True,3,True,0.7853751117526174,0.7853751139481068,1.5707502257007242,0.9999999972045341,,GPT-5-nano vs Haiku 4.5,claude-haiku-4-5,Haiku 4.5,1403
898,model_scale,claude-haiku-4-5,gpt-5-nano,Haiku 4.5,GPT-5-nano,strong_first,1.0,1.0,5,True,1,True,0.7533854260466064,0.7533854241456672,1.5067708501922736,1.000000002523196,,GPT-5-nano vs Haiku 4.5,claude-haiku-4-5,Haiku 4.5,1403
899,model_scale,claude-haiku-4-5,gpt-5-nano,Haiku 4.5,GPT-5-nano,strong_first,1.0,1.0,5,True,1,True,0.9573726077548317,0.9573726084899847,1.9147452162448164,0.999999999232114,,GPT-5-nano vs Haiku 4.5,claude-haiku-4-5,Haiku 4.5,1403
900,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-1.0,0.0,5,True,10,True,0.3819921499234514,0.1516841627076505,0.5336763126311019,2.518339048089592,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
901,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-1.0,0.0,5,True,6,True,0.5306856540641915,0.5841128850846667,1.1147985391488584,0.9085326956745168,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
902,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-1.0,0.0,5,True,9,True,0.32859059981332694,0.23571686508453404,0.564307464897861,1.3940054721815769,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
903,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-1.0,0.0,5,True,10,True,0.34997170178940157,0.27571882313092966,0.6256905249203313,1.2693065269004564,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
904,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-1.0,0.0,5,True,3,True,0.7313199629235578,0.7304396317734837,1.4617595946970416,1.0012052072639277,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
905,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-1.0,0.0,5,True,2,True,0.7736462172917514,0.8024357477023378,1.5760819649940894,0.9641223231978122,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
906,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-1.0,0.25,5,True,3,True,0.7254813356267064,0.597646895273985,1.3231282309006913,1.213896267785541,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
907,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-1.0,0.25,5,True,3,True,0.7248592667921,0.7238998126131727,1.4487590794052727,1.0013253963631568,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
908,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-1.0,0.25,5,True,1,True,0.767342921316653,0.7612029376440832,1.5285458589607361,1.0080661586666666,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
909,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-1.0,0.25,5,True,10,True,0.3587624275708826,0.20661871909053312,0.5653811466614157,1.7363500710392334,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
910,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-1.0,0.25,5,True,1,True,0.4510801748499105,0.9317843781296401,1.3828645529795507,0.484103603191286,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
911,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-1.0,0.25,5,True,5,True,0.6179639004576435,0.5390887685519651,1.1570526690096086,1.1463119554828478,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
912,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-1.0,0.5,5,True,2,True,0.553694823969346,0.7805132881578604,1.3342081121272065,0.7093983310343848,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
913,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-1.0,0.5,5,True,7,True,0.3018595646272875,0.4534959165351987,0.7553554811624863,0.6656279662528302,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
914,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-1.0,0.5,5,True,2,True,0.5286805670022172,0.8595314239969808,1.388211990999198,0.6150799752541383,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
915,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-1.0,0.5,5,True,2,True,0.7198696688100523,0.5722916172312955,1.2921612860413478,1.257872118226593,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
916,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-1.0,0.5,5,True,8,True,0.3344882803287645,0.465515694800026,0.8000039751287905,0.71853276713356,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
917,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-1.0,0.5,5,True,10,True,0.3076768355788206,0.23316672234940974,0.5408435579282304,1.3195572356065222,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
918,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-1.0,0.75,5,True,2,True,0.5446314959660895,0.8620360533061602,1.4066675492722496,0.631796656157557,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
919,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-1.0,0.75,5,True,1,True,0.6186521337866968,0.9630475577274675,1.5816996915141643,0.6423900136837988,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
920,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-1.0,0.75,5,True,2,True,0.6263079412355151,0.7704245484432398,1.396732489678755,0.8129387134678739,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
921,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-1.0,0.75,5,True,9,True,0.3317952084033313,0.31072425623804023,0.6425194646413716,1.0678123826584978,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
922,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-1.0,0.75,5,True,3,True,0.482806421730358,0.4821076656516179,0.9649140873819759,1.0014493776567432,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
923,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-1.0,0.75,5,True,3,True,0.6155700182986119,0.6689279538798286,1.2844979721784404,0.9202336585401507,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
924,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-1.0,1.0,5,True,5,True,0.5277623800335371,0.5490488680364689,1.076811248070006,0.9612302488136304,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
925,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-1.0,1.0,5,True,3,True,0.4365837132288341,0.5252269134262333,0.9618106266550674,0.8312287547887645,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
926,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-1.0,1.0,5,True,3,True,0.4968764224573003,0.6043566071243265,1.1012330295816268,0.8221576741281234,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
927,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-1.0,1.0,5,True,2,True,0.7614845696178774,0.5951444176453748,1.3566289872632522,1.2794954418468873,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
928,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-1.0,1.0,5,True,9,True,0.4164160126768643,0.2577209959795808,0.6741370086564451,1.615762856627548,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
